,V1,V2,V3,V4,V5,V6,V7,V8
https://www.class-central.com/mooc/3348/edx-dev202-1x-building-cloud-apps-with-microsoft-azure-part-1,cloud,illustrated,links,frameworks,devxmicrosoftcom,dykstra,finetune,patternsbased
https://www.class-central.com/mooc/3786/edx-isc101-2x-clep-information-systems-and-computer-applications-part-2-hardware,information,clep,systems,amazing,pass,introductory,application,computer
https://www.class-central.com/mooc/4950/edx-career1x-career-edge-design-your-career,career,strategize,fullbridge,selfassessments,fivepart,roadmap,plan,professions
https://www.class-central.com/mooc/2976/edx-ph525-7x-case-studies-in-functional-genomics,phx,rnaseq,normalization,differential,fastq,methylation,reads,data
https://www.class-central.com/mooc/5858/edx-hds-3221-2x-christianity-through-its-scriptures,bible,christianity,scripture,christians,sacred,varied,religion,scripturein
https://www.class-central.com/mooc/4991/edx-policy01x-solving-public-policy-problems-uc-berkeley-s-eightfold-path,goldman,policy,public,eightfold,eightstep,mpa,topranked,graduate
https://www.class-central.com/mooc/1565/edx-info2040x-networks-crowds-and-markets,connected,cascades,easley,kleinberg,tardos,networks,interconnectedness,invites
https://www.class-central.com/mooc/448/edx-ph207x-health-in-numbers-quantitative-methods-in-clinical-public-health-research,biostatistics,certificates,stata,sample,harvard,methods,honor,free
https://www.class-central.com/mooc/1235/edx-oee101x-our-energetic-earth,surface,energetic,circulation,sunlight,planet,energy,exploratory,ocean
https://www.class-central.com/mooc/923/edx-ph201x-health-and-society,race,empirical,construct,environmentthat,networkssupport,operationalize,variablessocial,epidemiologic
https://www.class-central.com/mooc/940/edx-ai12-2x-poetry-in-america-whitman,poems,poets,poetry,confessional,firesides,puritans,recite,sculpt
https://www.class-central.com/mooc/1616/edx-ph210x-united-states-health-policy,care,health,affordable,policy,americans,system,harassment,complain
https://www.class-central.com/mooc/858/edx-8-mrevx-mechanics-review,units,mechanics,teacher,assigned,teachers,group,points,vacation
https://www.class-central.com/mooc/2371/novoed-global-history-lab-part-1,historical,teams,lab,begins,history,contagions,currentday,historybut
https://www.class-central.com/mooc/1784/edx-snu216b-226-1x-international-politics-in-the-korean-peninsula-part-1,politics,korean,archetypes,political,korea,entity,interkorean,peninsula
https://www.class-central.com/mooc/2510/edx-9-01-1x-light-spike-and-sight-the-neuroscience-of-vision,retina,visual,cortex,investigating,mysteries,eye,distill,light
https://www.class-central.com/mooc/2819/edx-forest222x-forests-and-livelihoods-in-developing-countries,forest,livelihoods,forests,developing,countries,forestry,resources,agroforestry
https://www.class-central.com/mooc/3032/edx-phys102-1x-electricity-magnetism-part-1,electric,phys,textbook,physics,gausss,suffice,resistors,strictly
https://www.class-central.com/mooc/1563/edx-la101x-library-advocacy-unshushed,advocacy,libraries,library,librarians,librarianship,communities,associations,strategic
https://www.class-central.com/mooc/1231/edx-hks211-2x-central-challenges-of-american-national-security-strategy-and-the-press,government,strategic,president,limited,private,assad,bombnegotiations,casts
https://www.class-central.com/mooc/2821/edx-d003x-1-applications-of-linear-algebra-part-1,brackets,fade,rotate,algebra,image,wireframe,supercomputers,transparent
https://www.class-central.com/mooc/2905/edx-eng142x-incarceration-s-witnesses-american-prison-writing,prison,witness,prisons,arrested,badly,exoffenders,hamilton,incarcerated
https://www.class-central.com/mooc/2438/edx-humx422-01x-the-divine-comedy-dante-s-journey-to-freedom-part-2-purgatorio,purgatorio,dante,dantes,inferno,suffer,purgatory,wounds,ascent
https://www.class-central.com/mooc/3207/edx-00691153x-western-and-chinese-art-masters-and-classics,art,western,chinese,artists,history,aesthetic,appreciation,culture
https://www.class-central.com/mooc/3536/edx-dev202-2x-building-cloud-apps-with-microsoft-azure-part-2,cloud,illustrated,singlesign,links,frameworks,devxmicrosoftcom,dykstra,finetune
https://www.class-central.com/mooc/2516/edx-cs-1x-preparing-for-the-ap-computer-science-a-exam-part-1,solving,code,problem,csapx,drags,firstsemester,mixedup,tours
https://www.class-central.com/mooc/2440/edx-humx423-01x-the-divine-comedy-dante-s-journey-to-freedom-part-3-paradiso,paradiso,inferno,purgatorio,joy,meaning,canto,dante,imagination
https://www.class-central.com/mooc/3724/edx-pipe01x-introduction-to-oil-country-tubular-goods-octg,octg,tubular,connections,products,string,oil,production,welded
https://www.class-central.com/mooc/3951/edx-rsit-01x-how-to-survive-your-phd,phd,emotional,research,highs,onequarter,onethird,provoke,helping
https://www.class-central.com/mooc/4364/edx-30700313x-introduction-to-psychology-,psychology,psychological,freeing,misunderstandings,sensation,technologically,improves,emotion
https://www.class-central.com/mooc/2508/edx-advphy2-1x-ap-physics-2-part-1-fluids-and-thermodynamics,college,physics,audit,placement,buoyant,board,fluids,thermodynamics
https://www.class-central.com/mooc/2023/edx-hku01x-epidemics,infectious,diseases,epidemics,public,allergy,apr,dis,emerg
https://www.class-central.com/mooc/2504/edx-advbio-1x-ap-biology-part-1-the-cell,biology,college,audit,placement,board,drives,authorized,articulated
https://www.class-central.com/mooc/2195/edx-cams-2x-computing-art-magic-science,eiffel,programming,resp,grade,hint,progressive,edition,improved
https://www.class-central.com/mooc/4366/edx-dev207-1x-programming-in-f,programming,functional,syntax,microsoft,broadens,mathintensive,basics,concepts
https://www.class-central.com/mooc/2503/edx-6-832x-underactuated-robotics,control,nonlinear,authority,license,crimea,ofac,ukraine,sudan
https://www.class-central.com/mooc/3891/edx-addictionx-managing-addiction-a-framework-for-successful-treatment,addiction,experiencing,pathway,recovery,treatment,behaviour,addictive,medicationassisted
https://www.class-central.com/mooc/4578/edx-snu216b-226-2x-international-politics-in-the-korean-peninsula-part-2,korea,chinese,order,korean,china,japan,political,century
https://www.class-central.com/mooc/4011/edx-3-032-2x-mechanical-behavior-of-materials-part-2-stress-transformations-beams-columns-and-cellular-solids,materials,behavior,atomistic,mechanical,continuum,elasticity,cellular,stress
https://www.class-central.com/mooc/4383/edx-8-421-2x-atomic-and-optical-physics-i-part-2-atomic-structure-and-atoms-in-external-field,atoms,atomic,resonance,atomlight,dressed,license,structure,crimea
https://www.class-central.com/mooc/3591/edx-t001x-science-in-art-the-chemistry-of-art-materials-and-conservation,artists,art,conservation,materials,object,maintain,atheneum,bequest
https://www.class-central.com/mooc/3439/edx-elec1200-2x-a-system-view-of-communications-from-signals-to-packets-part-2,transmitted,single,bertram,pointtopoint,sabbatical,shi,hotspot,transmitters
https://www.class-central.com/mooc/3187/edx-colwri3-9-x-pride-and-prejudice-by-austen-berkeleyx-book-club,prejudice,pride,books,book,austens,bennet,diary,fascinates
https://www.class-central.com/mooc/1494/edx-ngix-the-next-generation-of-infrastructure,infrastructures,infrastructure,adequacy,ictarchitecture,interdependencies,nginfra,license,water
https://www.class-central.com/mooc/2807/edx-advenvsci-2x-ap-environmental-science-part-2-populations,college,environmental,audit,placement,population,board,inhabit,science
https://www.class-central.com/mooc/4895/edx-00460032x-china-s-perspective-on-climate-change-,climate,chinas,conference,indc,unfccc,"Ë¿ñéý¦ûùîÜïÙóþú¼ñéÊ«í»ñ«indcú¼ú°âûñéêóê©ãýîÜý¦ûùú¼Òöê¹äÌîïÌÑÜÁì¤ÐàÊ¦ò¥î÷ñýîÜÔÒüùìÌ
","Ò´÷éÕóý¦ÓÞÑ¢
","ÜâïïñéîÜÊÇÓøË¿îïÏ¹ý¦ûùÖõú°ñéý¦ûùîÜÎ¡ò±ý¦ûùñéîÜÓûì¤Ðàæ´ý¦ûùîÜç¯ÎÁý¦ûùîÜðÂã¿
"
https://www.class-central.com/mooc/3955/edx-advphy1-2x-ap-physics-1-part-2-rotational-motion,motion,physics,prep,rotational,preparing,certificate,college,owned
https://www.class-central.com/mooc/609/edx-hum2x-the-ancient-greek-hero-in-24-hours,greek,literature,ancient,readers,exquisite,hellenic,heroesx,humanistic
https://www.class-central.com/mooc/2800/edx-advbio-3x-ap-biology-part-3-evolution-and-diversity,biology,college,audit,diversity,placement,makeup,board,evolution
https://www.class-central.com/mooc/3710/edx-china300-1x-chinese-thought-ancient-wisdom-meets-modern-science-part-1,chinese,thought,religious,philosophical,early,worth,analects,daodejing
https://www.class-central.com/mooc/5178/edx-ph231x-readings-in-global-health,health,reviews,diseases,global,coedited,eradicate,fineberg,nejm
https://www.class-central.com/mooc/4993/edx-vc101x-introduction-to-venture-capital-how-to-get-money-for-your-startup,capitalists,money,venture,startup,motives,theyll,hiring,launching
https://www.class-central.com/mooc/3029/edx-bioc300-1x-proteins-biology-s-workforce,proteins,living,protein,cellular,reactions,catalysts,fold,functionsthe
https://www.class-central.com/mooc/2295/edx-11-132x-design-and-development-of-educational-technology,educational,unit,assessment,talk,designbased,technologies,collaborative,experts
https://www.class-central.com/mooc/4805/edx-ut-7-10x-foundations-of-data-analysis-part-1-statistics-using-r,statistical,answer,statistics,questions,labs,interpret,cap,nicely
https://www.class-central.com/mooc/3220/edx-colwri3-11x-a-room-with-a-view-by-forster-berkeleyx-book-club,room,english,view,forster,forsters,book,optimistic,romance
https://www.class-central.com/mooc/1490/edx-12-340x-global-warming-science,climate,earths,juniors,sophomores,geologic,uncertainties,collegelevel,greenhouse
https://www.class-central.com/mooc/2071/edx-eba101x-english-for-doing-business-in-asia-speaking,english,asian,asia,business,franca,interculturality,lingua,tongue
https://www.class-central.com/mooc/2910/edx-emc2x-the-einstein-revolution,einsteins,weapons,philosophical,relativity,nuclear,physics,broader,bolster
https://www.class-central.com/mooc/5627/edx-8-05-1x-mastering-quantum-mechanics-part-1-wave-mechanics,quantum,mechanics,spin,physics,mits,ive,wave,foundation
https://www.class-central.com/mooc/2367/edx-20220214x-principles-of-electric-circuits-,circuits,electric,eecs,excitations,mcgrawhill,sinusoidal,resistive,dynamic
https://www.class-central.com/mooc/3344/edx-00612642x--chinese-history-from-warring-states-to-the-tang-dynasty,zizhi,tongjian,emperor,chinese,governance,history,annalisticstyle,caocao
https://www.class-central.com/mooc/4367/edx-im-1x-introduction-to-management-information-systems-mis-a-survival-guide,mis,systems,absurd,amenity,daunting,erps,invoices,navision
https://www.class-central.com/mooc/3962/edx-advphy1-3x-ap-physics-1-part-3-electricity-waves,physics,prep,preparing,waves,certificate,charge,leads,repulsive
https://www.class-central.com/mooc/1619/edx-sw25x-global-health-case-studies-from-a-biosocial-perspective,health,global,historical,suffering,ethical,initiatives,policies,becker
https://www.class-central.com/mooc/2802/edx-advbio-4x-ap-biology-part-4-ecology,biology,college,audit,placement,board,ecology,authorized,compete
https://www.class-central.com/mooc/4915/edx-bwn101x-engineering-building-with-nature,hydraulic,nature,ecological,engineers,ecologists,ecosystembased,engineering,license
https://www.class-central.com/mooc/3219/edx-colwri3-12x-call-of-the-wild-by-london-berkeleyx-book-club,novels,yukon,london,wild,story,canadaalaska,klondike,ranch
https://www.class-central.com/mooc/3881/edx-dev205bx-architecting-microsoft-azure-solutions,azure,microsoft,subscription,trial,solutions,cloud,servicesanalytics,webfor
https://www.class-central.com/mooc/3709/edx-china300-2x-chinese-thought-ancient-wisdom-meets-modern-science-part-2,chinese,thought,mencius,confucian,warring,worth,religious,early
https://www.class-central.com/mooc/3918/edx-bioc300-2x-dna-biology-s-genetic-code,dna,genetic,biologys,encodes,ensuing,transformational,packaging,passed
https://www.class-central.com/mooc/1846/edx-humx421-02x-the-divine-comedy-dante-s-journey-to-freedom-part-1,contemplative,poem,identity,meaning,dante,mydante,freedom,comedy
https://www.class-central.com/mooc/2296/edx-d001x-medicinal-chemistry-the-molecular-basis-of-drug-discovery,drug,molecules,drugs,halflife,medicinal,pharmacokinetics,adsorption,receptors
https://www.class-central.com/mooc/3706/edx-psycrx-medicating-for-mental-health-judicious-use-of-psychiatric-drugs,medication,psychiatric,symptoms,treatment,therapy,drug,drugs,collaborator
https://www.class-central.com/mooc/5626/edx-8-05-2x-mastering-quantum-mechanics-part-2-quantum-dynamics,quantum,mechanics,physics,mits,ive,wave,heisenberg,heisenbergs
https://www.class-central.com/mooc/1984/edx-7-qbwx-quantitative-biology-workshop,biology,workshop,phd,qbwx,matlab,quantitative,outreach,residential
https://www.class-central.com/mooc/5799/edx-standards01-x-innovation-and-competition-succeeding-through-global-standards,standards,products,product,conformity,hasten,timetomarket,development,compatibility
https://www.class-central.com/mooc/5998/edx-storage101x-introduction-to-data-storage-and-management-technologies,storage,enterprise,cloud,sharedservice,trends,computing,data,infrastructures
https://www.class-central.com/mooc/1841/edx-kiglobalhx-an-introduction-to-global-health,health,variation,global,gapminder,gapminderorg,disease,communicable,pneumonia
https://www.class-central.com/mooc/5879/edx-006x-ethics-in-life-sciences-and-healthcare-exploring-bioethics-through-manga,bioethics,abortion,ethical,arguments,euthanasia,manga,sexselection,surrogacy
https://www.class-central.com/mooc/6014/edx-bax1-ancient-egyptian-civilization,egypt,ancient,egypts,egyptology,goddesses,monarchs,papyrus,pyramids
https://www.class-central.com/mooc/5001/edx-iplaw1x-intellectual-property-law-and-policy-part-1-ip-and-patent-laws,law,patent,trademark,area,twopart,copyright,property,rectangular
https://www.class-central.com/mooc/3532/edx-phot1x-silicon-photonics-design-fabrication-and-data-analysis,silicon,photonics,couplers,fabrication,grating,waveguides,chip,photx
https://www.class-central.com/mooc/2148/edx-ri101x-responsible-innovation-ethics-safety-and-technology,risks,ethical,innovations,responsible,selfdriving,weapons,autonomous,vehicles
https://www.class-central.com/mooc/2149/edx-ctb3365stx-introduction-to-the-treatment-of-urban-sewage,sewage,sludge,treatment,nitrogen,removal,biological,aeration,water
https://www.class-central.com/mooc/5926/edx-sd2905-1x-human-spaceflight-an-introduction,christer,astronaut,spaceflight,space,fuglesang,kth,shuttle,spacewalks
https://www.class-central.com/mooc/5999/edx-fc250x-introduction-to-investments,company,valuation,equity,brokerage,investment,eventual,securities,financial
https://www.class-central.com/mooc/5637/edx-8-05-3x-mastering-quantum-mechanics-part-3-entanglement-and-angular-momentum,quantum,mechanics,angular,momentum,physics,entanglement,mits,license
https://www.class-central.com/mooc/4073/edx-arch101x-modern-japanese-architecture-from-meiji-restoration-to-today,tokyo,japanese,architects,japan,japans,tech,modernism,architecture
https://www.class-central.com/mooc/6471/edx-dat210x-programming-with-python-for-data-science,python,scikitlearn,pandas,package,manipulate,build,machine,existing
https://www.class-central.com/mooc/3552/edx-fa1-ma1-x-introduction-to-financial-and-management-accounting,acca,accas,accounting,finance,certificate,financial,exams,accountancy
https://www.class-central.com/mooc/6038/edx-dat209x-programming-with-r-for-data-science,cloudhosted,dtu,syntaxes,ggplot,data,denmark,summaries,visualizations
https://www.class-central.com/mooc/5819/edx-hds3221-5x-hinduism-through-its-scriptures,millennia,sacred,religions,bhagavad,gita,hindus,hindu,moderns
https://www.class-central.com/mooc/6355/edx-busadm466-2x-marketing-analytics-price-and-promotion-analytics,marketing,maximize,fulfill,sorger,stephan,analyticsbased,entrylevel,allocate
https://www.class-central.com/mooc/5851/edx-cs120x-distributed-machine-learning-with-apache-spark,pipelines,machine,largescale,data,component,sparkml,sparkmllib,wellsuited
https://www.class-central.com/mooc/5435/edx-edtech101x-what-now-emerging-technologies-and-their-practical-application-in-k12-teaching-and-learning,actual,classroom,leaders,intersection,campus,held,integrating,classrooms
https://www.class-central.com/mooc/6357/edx-dat211x-developing-intelligent-apps,users,unimaginable,previously,enabling,developers,brought,apps,intelligence
https://www.class-central.com/mooc/4151/edx-dat202-3x-implementing-predictive-solutions-with-spark-in-azure-hdinsight,spark,azure,subscription,machine,trial,mllib,cleanse,hdinsight
https://www.class-central.com/mooc/6023/edx-query101x-question-everything-scientific-thinking-in-real-life,math,school,science,high,brisbane,extrapolation,queensland,unpack
https://www.class-central.com/mooc/6106/edx-hpt3x-health-professional-teaching-skills-level-3-professionalism,rolemodeling,professionalism,clinical,health,teachers,profiles,view,professions
https://www.class-central.com/mooc/4075/edx-euhurix-the-eu-and-human-rights,rights,human,european,promoting,actors,crisis,international,anyones
https://www.class-central.com/mooc/5387/edx-ex103x-data-analysis-building-your-own-business-dashboard,exx,dashboard,data,analysis,dataset,ready,project,carry
https://www.class-central.com/mooc/5388/edx-ex102x-data-analysis-visualization-and-dashboard-design,data,addons,license,piles,sharpened,wasting,analysis,exx
https://www.class-central.com/mooc/5726/edx-launch-x-becoming-an-entrepreneur,entrepreneurial,entrepreneurship,mits,aspiring,entrepreneurs,premier,thoughtprovoking,embark
https://www.class-central.com/mooc/5865/edx-bioee101x-sharks-global-biodiversity-biology-and-conservation,sharks,shark,biologist,biology,movements,behavior,aquariums,chimaeras
https://www.class-central.com/mooc/6320/edx-mephi003x-from-atoms-to-stars-how-physics-explains-our-world,nuclear,physics,universe,megaworld,mephi,microworld,galaxies,positively
https://www.class-central.com/mooc/3320/edx-ed1-1x-teaching-historical-inquiry-with-objects,smithsonian,smithsonians,historical,teachers,civic,inquirybased,artifacts,museum
https://www.class-central.com/mooc/6012/edx-3-15-2x-optical-materials-and-devices,devices,optical,magnetic,emitting,photodetectors,photovoltaics,fibers,organics
https://www.class-central.com/mooc/6481/edx-smartgrid-x-smart-grids-electricity-for-the-future,grid,smart,grids,utility,microgrids,modernization,automation,costbenefit
https://www.class-central.com/mooc/4059/edx-es101-1x-introduction-to-managerial-economics,decisions,economics,markets,managerial,market,manager,multinationals,managers
https://www.class-central.com/mooc/5975/edx-plax-practical-learning-analytics,faculty,campus,staff,analytics,ponder,teeth,college,members
https://www.class-central.com/mooc/6512/edx-dat203-1x-data-science-essentials,data,exploding,azure,talent,scientist,acquisition,science,visualization
https://www.class-central.com/mooc/6511/edx-dat203-2x-principles-of-machine-learning,machine,models,validating,deploying,azure,forecast,explanations,derive
https://www.class-central.com/mooc/6509/edx-hsd101x-system-dynamics-for-health-sciences,system,dynamics,oscillation,healthcare,health,molecular,healthrelated,delays
https://www.class-central.com/mooc/6474/edx-env1x-environmental-studies-a-global-perspective,environmental,georeferenced,manifested,solutionsfocused,rural,observation,urban,offering
https://www.class-central.com/mooc/6470/edx-elen7070x-research-methods-an-engineering-approach,research,engineers,nonengineers,relatable,engineering,understandable,postgraduate,undertaking
https://www.class-central.com/mooc/6457/edx-stesx-food-security-and-sustainability-systems-thinking-and-environmental-sustainability,systems,production,food,environmental,complexity,productive,low,sustainability
https://www.class-central.com/mooc/6501/edx-gmo0101x-the-science-and-politics-of-the-gmo,gmos,gmo,literacy,biotechnologys,science,genetically,intent,transmitted
https://www.class-central.com/mooc/6494/edx-ut-rtbn-12-01x-real-time-bluetooth-networks-shape-the-world,rtos,bluetooth,embedded,connectivity,systems,realtime,decides,fitness
https://www.class-central.com/mooc/6469/edx-6-005-1x-software-construction-in-java,software,immutability,code,bugs,twocourse,exceptions,specifications,skilled
https://www.class-central.com/mooc/6455/edx-nano540x-nanophotonic-modeling,nanometer,nanophotonic,plasmonic,metamaterial,scale,wavelength,photonic,thesis
https://www.class-central.com/mooc/6480/edx-rbme101x-results-based-project-management-monitoring-and-evaluation,resultsbased,africa,management,monitoring,anglophone,assured,evergrowing,beneficiaries
https://www.class-central.com/mooc/6475/edx-6-005-2x-advanced-software-construction-in-java,datatypes,software,grammars,parsing,bugs,threads,twocourse,recursive
https://www.class-central.com/mooc/6456/edx-fsscpx-food-security-and-sustainability-crop-production,food,production,yield,security,gaps,agroecological,constraining,exhausting
https://www.class-central.com/mooc/6490/edx-iplaw2x-intellectual-property-law-and-policy-part-2-copyright-and-trademark-laws,twopart,law,laws,area,seminal,stands,trademark,realities
https://www.class-central.com/mooc/6500/edx-biomed01x-so-you-want-to-become-a-biomedical-engineer,biomedical,dozen,continuing,batters,bionics,engineersfrom,exoskeletons,top
https://www.class-central.com/mooc/5856/edx-hpt2x-health-professional-teaching-skills-level-2-strategies,teaching,professional,health,professionalism,view,immediately,level,helpful
https://www.class-central.com/mooc/5874/edx-able201x-well-and-able-improving-the-physical-health-of-people-with-intellectual-disability,health,disability,spasticity,epilepsy,tertiary,medical,syndrome,issues
https://www.class-central.com/mooc/6365/edx-mus24-1x-first-nights-monteverdi-s-l-orfeo-and-the-birth-of-opera,lorfeo,monteverdis,operatic,opera,monteverdi,claudio,mantua,music
https://www.class-central.com/mooc/5857/edx-hds3221-3x-buddhism-through-its-scriptures,buddhism,teachings,buddhist,scriptural,devotional,buddha,informational,scriptures
https://www.class-central.com/mooc/946/edx-soc101x-global-sociology,sociologically,sociologists,ganesh,ramachandran,wwwpurpleganeshcom,upward,sociological,interconnected
https://www.class-central.com/mooc/5866/edx-soilx-sustainable-soil-management-soil-for-life,soil,agrochemicals,disregard,overgrazing,anchors,erosion,recreation,resource
https://www.class-central.com/mooc/6246/edx-soc103x-global-social-change,possibilities,antisweatshop,bangladeshi,fairer,garment,inequitable,textile,chat
https://www.class-central.com/mooc/6331/edx-soc102x-global-inequality,inequality,sociology,intersectionality,seventeenyearold,sichuan,fulllength,jeans,province
https://www.class-central.com/mooc/2108/edx-dda691x-product-design-the-delft-design-approach,delft,design,license,meaningful,methods,signature,attributionnoncommercialsharealike,ccbyncsa
https://www.class-central.com/mooc/6311/edx-etfm2016-1x-fundamentals-of-market-structure,market,finance,financial,designation,nyifs,brokers,markets,structure
https://www.class-central.com/mooc/5755/edx-cs213-1x-foundations-of-data-structures,structures,stacks,queues,data,efficient,lists,linked,sequences
https://www.class-central.com/mooc/4067/edx-ctl-sc2x-supply-chain-design,supply,chain,mitx,chains,design,procurement,micromasters,credential
https://www.class-central.com/mooc/5296/edx-fc201-1x-introduction-to-banking-and-financial-markets-i,banking,financial,markets,interconnected,globally,countries,contagion,witnessed
https://www.class-central.com/mooc/6245/edx-6-004-3x-computation-structures-3-computer-organization,timesharing,computer,computation,digital,operating,pipelined,interrupts,additions
https://www.class-central.com/mooc/4380/edx-leadershipx-ethical-leadership-character-civility-and-community,ethical,leadership,addendum,elt,toolkit,leaders,traditions,shaped
https://www.class-central.com/mooc/5882/edx-able301x-able-minded-mental-health-and-people-with-intellectual-disability,health,mental,disability,complexities,substituted,intellectual,screenings,consent
https://www.class-central.com/mooc/6031/edx-mkt2x-reputation-management-in-a-digital-world,reputation,platforms,positives,snapchat,communications,finalise,blogs,fictional
https://www.class-central.com/mooc/5157/edx-nutr103x-nutrition-and-health-part-3-food-safety,food,hazards,meat,prevent,poisoningintoxication,poisonous,recalls,scandals
https://www.class-central.com/mooc/5259/edx-ut-ibl-11-01x-classroom-strategies-for-inquiry-based-learning,inquirybased,classroom,august,instruction,mindson,prioritizes,uteach,teacher
https://www.class-central.com/mooc/5850/edx-engr2000x-a-hands-on-introduction-to-engineering-simulations,ansys,tool,fluid,simulations,blackbox,bolted,finiteelement,garbagein
https://www.class-central.com/mooc/6000/edx-lfs151-x-introduction-to-cloud-infrastructure-technologies,cloud,technologies,source,linux,computing,solutions,networking,platforms
https://www.class-central.com/mooc/6327/edx-cirtl-2x-advancing-learning-through-evidence-based-stem-teaching,stem,teaching,research,framework,faculty,cirtl,improving,disciplines
https://www.class-central.com/mooc/5818/edx-hds-3221-4x-islam-through-its-scriptures,quran,islam,tradition,text,interpreters,holy,millennium,muslim
https://www.class-central.com/mooc/2524/edx-engcompx-preparing-for-the-ap-english-language-and-composition-exam,expository,writing,writers,argumentative,essays,sentence,argument,sources
https://www.class-central.com/mooc/2907/edx-7-28-1x1-molecular-biology-part-1-dna-replication-and-repair,dna,replication,repair,machinery,license,molecular,crimea,ofac
https://www.class-central.com/mooc/4547/edx-il5x-inclusive-leadership-training-leading-with-effective-communication,inclusive,communication,mindset,debunking,effectivelyparticularly,authentically,humility,intending
https://www.class-central.com/mooc/6358/edx-ep101x-do-your-venture-entrepreneurship-for-everyone,venture,entrepreneurs,effectuation,homemaker,someday,foresee,dreams,ideas
https://www.class-central.com/mooc/6021/edx-engsci137x-energy-within-environmental-constraints,energy,environmental,solar,ccby,flickr,panels,costs,pollution
https://www.class-central.com/mooc/5690/edx-louv12x-communicating-corporate-social-responsibility-csr,csr,responsible,consumers,corporate,consumption,communicate,companies,citizens
https://www.class-central.com/mooc/6344/edx-toeflx-toefl-test-preparation-the-insider-s-guide,toefl,test,englishlanguage,visas,dreams,guide,score,speaking
https://www.class-central.com/mooc/6335/edx-hga-2-1x-deciphering-secrets-unlocking-the-manuscripts-of-medieval-burgos-spain,burgos,christian,cathedral,medieval,jewish,spanish,cid,reconquista
https://www.class-central.com/mooc/3837/edx-financex-personal-finance-planning,insurance,watched,nodded,sell,relevant,buy,retirement,credit
https://www.class-central.com/mooc/3464/edx-spd3x-how-to-code-systematic-program-design-part-3,systematic,design,program,code,programs,crank,sudoku,solvers
https://www.class-central.com/mooc/5753/edx-cs213-2x-implementation-of-data-structures,programming,objectoriented,structures,stl,stacks,queues,foundations,data
https://www.class-central.com/mooc/6104/edx-musonic101x-music-technology-foundations,music,technology,creative,adelaides,freeware,underpinned,foundations,midi
https://www.class-central.com/mooc/6243/edx-hku02-2x-vernacular-architecture-of-asia-tradition-modernity-and-cultural-sustainability,vernacular,architecture,cities,urbanized,conserve,contradictory,migrating,reconcile
https://www.class-central.com/mooc/5258/edx-hr101x-introduction-to-people-management,manager,people,motivate,aspire,smoothen,subordinates,managers,appointed
https://www.class-central.com/mooc/6299/edx-busadm466-3x-marketing-analytics-competitive-analysis-and-market-segmentation,marketing,laserguided,vague,markets,sorger,stephan,analyticsbased,satisfaction
https://www.class-central.com/mooc/5820/edx-hds3221-6x-judaism-through-its-scriptures,scriptures,jewish,judaism,jews,religion,canon,everexpanding,reinterpreting
https://www.class-central.com/mooc/4072/edx-7-28-2x-molecular-biology-part-2-transcription-and-transposition,transposition,transcription,molecular,biology,license,crimea,ofac,ukraine
https://www.class-central.com/mooc/6033/edx-ab101x-introduction-to-animal-behaviour,behaviour,animals,animal,offspring,rear,mates,predators,documentaries
https://www.class-central.com/mooc/6028/edx-3-15-3x-magnetic-materials-and-devices,devices,magnetic,optical,materials,spintronics,organics,transformers,properties
https://www.class-central.com/mooc/5852/edx-cs110x-big-data-analysis-with-apache-spark,pyspark,spark,data,dataintensive,python,undergraduatelevel,grouped,recommendation
https://www.class-central.com/mooc/4070/edx-cee181x-technological-social-and-sustainable-systems,requirement,sustainability,credit,arizona,satisfies,technologies,transferring,fiction
https://www.class-central.com/mooc/4807/edx-ctl-sc3x-supply-chain-dynamics,supply,mitx,chains,chain,scx,micromasters,credential,dynamics
https://www.class-central.com/mooc/6345/edx-dpb001x-design-practice-in-business,design,strategic,business,delft,opportunities,license,bridging,eager
https://www.class-central.com/mooc/6406/edx-dat203-3x-applied-machine-learning,data,unstructured,azure,modules,remaining,advanced,science,specialized
https://www.class-central.com/mooc/6354/edx-busadm466-4x-marketing-analytics-products-distribution-and-sales,marketing,conjoint,product,consumers,sorger,stephan,analyticsbased,entrylevel
https://www.class-central.com/mooc/6330/edx-fpp-2x-financial-programming-and-policies-part-2-program-design,macroeconomic,monetary,imf,financial,country,scenario,economic,policies
https://www.class-central.com/mooc/6251/edx-uxr1-introduction-to-ux-research,conducting,systems,evaluating,research,analyzing,interviews,involved,gain
https://www.class-central.com/mooc/6258/edx-uxd1-introduction-to-ux-design,user,prototyping,identifying,systems,evaluating,users,design,designing
https://www.class-central.com/mooc/5763/edx-mktg101x-introduction-to-marketing-tools-to-set-enterprises-apart,marketing,loyalty,win,competitors,openmind,market,customers,competitive
https://www.class-central.com/mooc/5976/edx-sw101x-social-work-practice-advocating-social-justice-and-change,social,workers,families,communities,worker,advocate,cutting,individuals
https://www.class-central.com/mooc/5643/edx-hollywoodx-hollywood-history-industry-art,hollywood,hollywoods,film,representative,capra,chaplin,chronicle,cinematography
https://www.class-central.com/mooc/5929/edx-st101x-introduction-to-strategic-management,firm,business,advantage,competes,totality,competitive,officer,implies
https://www.class-central.com/mooc/5897/edx-fc101x-introduction-to-corporate-finance,financial,organizations,purchases,valueenhancing,decisions,investment,business,corporate
https://www.class-central.com/mooc/3210/edx-scmtx-1x-introduction-to-metrics-for-smart-cities,city,smart,dwellers,measure,metrics,backwardness,correcting,shortages
