"url","title","platform","institution","subject","language","keywords","totalReviewCount","totalReviewValue","time","timeReviewCount","timeReviewValue"
"https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","Algorithms: Design and Analysis, Part 1","Coursera","Stanford University","Theoretical Computer Science","English","algorithms,bigoh,heaps,quicksort,conquer,cuts,contraction,bloom","56","4.821429","57","1","5.0"
"https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","Algorithms: Design and Analysis, Part 1","Coursera","Stanford University","Theoretical Computer Science","English","algorithms,bigoh,heaps,quicksort,conquer,cuts,contraction,bloom","56","4.821429","58","1","5.0"
"https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","Algorithms: Design and Analysis, Part 1","Coursera","Stanford University","Theoretical Computer Science","English","algorithms,bigoh,heaps,quicksort,conquer,cuts,contraction,bloom","56","4.821429","59","1","5.0"
"https://www.class-central.com/mooc/616/coursera-cryptography-i","Cryptography I","Coursera","Stanford University","Theoretical Computer Science","English","encryption,publickey,ciphers,crypto,integrity,cryptography,cca,key","21","4.6190476","42","1","5.0"
"https://www.class-central.com/mooc/616/coursera-cryptography-i","Cryptography I","Coursera","Stanford University","Theoretical Computer Science","English","encryption,publickey,ciphers,crypto,integrity,cryptography,cca,key","21","4.6190476","43","1","5.0"
"https://www.class-central.com/mooc/616/coursera-cryptography-i","Cryptography I","Coursera","Stanford University","Theoretical Computer Science","English","encryption,publickey,ciphers,crypto,integrity,cryptography,cca,key","21","4.6190476","45","1","5.0"
"https://www.class-central.com/mooc/616/coursera-cryptography-i","Cryptography I","Coursera","Stanford University","Theoretical Computer Science","English","encryption,publickey,ciphers,crypto,integrity,cryptography,cca,key","21","4.6190476","48","1","5.0"
"https://www.class-central.com/mooc/616/coursera-cryptography-i","Cryptography I","Coursera","Stanford University","Theoretical Computer Science","English","encryption,publickey,ciphers,crypto,integrity,cryptography,cca,key","21","4.6190476","49","2","8.0"
"https://www.class-central.com/mooc/616/coursera-cryptography-i","Cryptography I","Coursera","Stanford University","Theoretical Computer Science","English","encryption,publickey,ciphers,crypto,integrity,cryptography,cca,key","21","4.6190476","50","4","16.0"
"https://www.class-central.com/mooc/616/coursera-cryptography-i","Cryptography I","Coursera","Stanford University","Theoretical Computer Science","English","encryption,publickey,ciphers,crypto,integrity,cryptography,cca,key","21","4.6190476","52","2","9.0"
"https://www.class-central.com/mooc/616/coursera-cryptography-i","Cryptography I","Coursera","Stanford University","Theoretical Computer Science","English","encryption,publickey,ciphers,crypto,integrity,cryptography,cca,key","21","4.6190476","53","1","5.0"
